Datetime,Event,Actual,Forecast,Deviation
2022-08-18 12:30:00,Jobless,250000.0,265000.0,-15000.0
2022-08-25 12:30:00,GDP,-0.6,-0.8,0.20000000000000007
2022-08-25 12:30:00,Jobless,243000.0,253000.0,-10000.0
2022-08-31 12:15:00,ADP,132000.0,300000.0,-168000.0
2022-09-01 12:30:00,Jobless,232000.0,248000.0,-16000.0
2022-09-01 14:00:00,ISM,52.8,52.0,0.7999999999999972
2022-09-02 12:30:00,Earnings,0.3,0.4,-0.10000000000000003
2022-09-02 12:30:00,NFP,315000.0,300000.0,15000.0
2022-09-08 12:30:00,Jobless,222000.0,240000.0,-18000.0
2022-09-13 12:30:00,CPI,0.6,0.3,0.3
2022-09-13 12:30:00,CPI,0.1,-0.1,0.2
2022-09-13 12:30:00,CPI,8.3,8.1,0.20000000000000107
2022-09-14 12:30:00,PPI,-0.1,-0.1,0.0
2022-09-15 12:30:00,Retail,-0.3,0.1,-0.4
2022-09-15 12:30:00,Retail,0.3,0.2,0.09999999999999998
2022-09-15 12:30:00,Jobless,213000.0,226000.0,-13000.0
2022-09-21 18:00:00,FedRate,3.25,3.25,0.0
2022-09-22 12:30:00,Jobless,213000.0,218000.0,-5000.0
2022-09-29 12:30:00,GDP,-0.6,-0.6,0.0
2022-09-29 12:30:00,Jobless,193000.0,215000.0,-22000.0
2022-10-03 14:00:00,ISM,50.9,52.2,-1.3000000000000043
2022-10-05 12:15:00,ADP,208000.0,200000.0,8000.0
2022-10-06 12:30:00,Jobless,219000.0,203000.0,16000.0
2022-10-07 12:30:00,NFP,263000.0,250000.0,13000.0
2022-10-07 12:30:00,Earnings,0.3,0.3,0.0
2022-10-12 12:30:00,PPI,0.4,0.2,0.2
2022-10-13 12:30:00,CPI,0.4,0.2,0.2
2022-10-13 12:30:00,CPI,0.6,0.5,0.09999999999999998
2022-10-13 12:30:00,CPI,8.2,8.1,0.09999999999999964
2022-10-13 12:30:00,Jobless,228000.0,225000.0,3000.0
2022-10-14 12:30:00,Retail,0.1,-0.1,0.2
2022-10-14 12:30:00,Retail,0.0,0.2,-0.2
2022-10-20 12:30:00,Jobless,214000.0,230000.0,-16000.0
2022-10-27 12:30:00,GDP,2.6,2.4,0.20000000000000018
2022-10-27 12:30:00,Jobless,217000.0,220000.0,-3000.0
2022-11-01 14:00:00,ISM,50.2,50.0,0.20000000000000284
2022-11-02 12:15:00,ADP,239000.0,195000.0,44000.0
2022-11-02 18:00:00,FedRate,4.0,4.0,0.0
2022-11-03 12:30:00,Jobless,217000.0,220000.0,-3000.0
2022-11-04 12:30:00,NFP,261000.0,200000.0,61000.0
2022-11-04 12:30:00,Earnings,0.4,0.3,0.10000000000000003
2022-11-10 13:30:00,CPI,0.4,0.6,-0.19999999999999996
2022-11-10 13:30:00,CPI,0.3,0.5,-0.2
2022-11-10 13:30:00,CPI,7.7,8.0,-0.2999999999999998
2022-11-10 13:30:00,Jobless,225000.0,220000.0,5000.0
2022-11-15 13:30:00,PPI,0.2,0.4,-0.2
2022-11-16 13:30:00,Retail,1.3,0.4,0.9
2022-11-16 13:30:00,Retail,1.3,1.0,0.30000000000000004
2022-11-17 13:30:00,Jobless,222000.0,225000.0,-3000.0
2022-11-23 13:30:00,Jobless,240000.0,225000.0,15000.0
2022-11-30 13:15:00,ADP,127000.0,200000.0,-73000.0
2022-11-30 13:30:00,GDP,2.9,2.7,0.19999999999999973
2022-12-01 13:30:00,Jobless,225000.0,235000.0,-10000.0
2022-12-01 15:00:00,ISM,49.0,49.8,-0.7999999999999972
2022-12-02 13:30:00,NFP,263000.0,200000.0,63000.0
2022-12-02 13:30:00,Earnings,0.6,0.3,0.3
2022-12-08 13:30:00,Jobless,230000.0,230000.0,0.0
2022-12-09 13:30:00,PPI,0.3,0.2,0.09999999999999998
2022-12-13 13:30:00,CPI,0.2,0.3,-0.09999999999999998
2022-12-13 13:30:00,CPI,0.1,0.3,-0.19999999999999998
2022-12-13 13:30:00,CPI,7.1,7.3,-0.20000000000000018
2022-12-14 19:00:00,FedRate,4.5,4.5,0.0
2022-12-15 13:30:00,Retail,-0.2,0.2,-0.4
2022-12-15 13:30:00,Retail,-0.6,-0.1,-0.5
2022-12-15 13:30:00,Jobless,211000.0,230000.0,-19000.0
2022-12-22 13:30:00,GDP,3.2,2.9,0.30000000000000027
2022-12-22 13:30:00,Jobless,216000.0,222000.0,-6000.0
2022-12-29 13:30:00,Jobless,225000.0,225000.0,0.0
2023-01-04 15:00:00,ISM,48.4,48.5,-0.10000000000000142
2023-01-05 13:15:00,ADP,235000.0,150000.0,85000.0
2023-01-05 13:30:00,Jobless,204000.0,225000.0,-21000.0
2023-01-06 13:30:00,Earnings,0.3,0.4,-0.10000000000000003
2023-01-06 13:30:00,NFP,223000.0,200000.0,23000.0
2023-01-12 13:30:00,CPI,-0.1,0.0,-0.1
2023-01-12 13:30:00,CPI,0.3,0.3,0.0
2023-01-12 13:30:00,CPI,6.5,6.5,0.0
2023-01-12 13:30:00,Jobless,205000.0,215000.0,-10000.0
2023-01-18 13:30:00,Retail,-1.1,-0.8,-0.30000000000000004
2023-01-18 13:30:00,Retail,-1.1,-0.4,-0.7000000000000001
2023-01-18 13:30:00,PPI,-0.5,-0.1,-0.4
2023-01-19 13:30:00,Jobless,190000.0,214000.0,-24000.0
2023-01-26 13:30:00,GDP,2.9,2.6,0.2999999999999998
2023-01-26 13:30:00,Jobless,186000.0,205000.0,-19000.0
2023-02-01 13:15:00,ADP,106000.0,178000.0,-72000.0
2023-02-01 15:00:00,ISM,47.4,48.0,-0.6000000000000014
2023-02-01 19:00:00,FedRate,4.75,4.75,0.0
2023-02-02 13:30:00,Jobless,183000.0,200000.0,-17000.0
2023-02-03 13:30:00,NFP,517000.0,185000.0,332000.0
2023-02-03 13:30:00,Earnings,0.3,0.3,0.0
2023-02-09 13:30:00,Jobless,196000.0,190000.0,6000.0
2023-02-14 13:30:00,CPI,0.5,0.5,0.0
2023-02-14 13:30:00,CPI,6.4,6.2,0.20000000000000018
2023-02-14 13:30:00,CPI,0.4,0.4,0.0
2023-02-15 13:30:00,Retail,3.0,1.8,1.2
2023-02-15 13:30:00,Retail,2.3,0.8,1.4999999999999998
2023-02-16 13:30:00,PPI,0.7,0.4,0.29999999999999993
2023-02-16 13:30:00,Jobless,194000.0,200000.0,-6000.0
2023-02-23 13:30:00,GDP,2.7,2.9,-0.19999999999999973
2023-02-23 13:30:00,Jobless,192000.0,200000.0,-8000.0
2023-03-01 15:00:00,ISM,47.7,48.0,-0.29999999999999716
2023-03-02 13:30:00,Jobless,190000.0,195000.0,-5000.0
2023-03-08 13:15:00,ADP,242000.0,200000.0,42000.0
2023-03-09 13:30:00,Jobless,211000.0,195000.0,16000.0
2023-03-10 13:30:00,NFP,311000.0,205000.0,106000.0
2023-03-10 13:30:00,Earnings,0.2,0.3,-0.09999999999999998
2023-03-14 12:30:00,CPI,0.5,0.4,0.09999999999999998
2023-03-14 12:30:00,CPI,0.4,0.4,0.0
2023-03-14 12:30:00,CPI,6.0,6.0,0.0
2023-03-15 12:30:00,PPI,-0.1,0.3,-0.4
2023-03-15 12:30:00,Retail,-0.4,-0.3,-0.10000000000000003
2023-03-15 12:30:00,Retail,-0.1,-0.1,0.0
2023-03-16 12:30:00,Jobless,192000.0,205000.0,-13000.0
2023-03-22 18:00:00,FedRate,5.0,5.0,0.0
2023-03-23 12:30:00,Jobless,191000.0,197000.0,-6000.0
2023-03-30 12:30:00,GDP,2.6,2.7,-0.10000000000000009
2023-03-30 12:30:00,Jobless,198000.0,196000.0,2000.0
2023-04-03 14:00:00,ISM,46.3,47.5,-1.2000000000000028
2023-04-05 12:15:00,ADP,-53000.0,200000.0,-253000.0
2023-04-06 12:30:00,Jobless,228000.0,200000.0,28000.0
2023-04-07 12:30:00,NFP,236000.0,239000.0,-3000.0
2023-04-07 12:30:00,Earnings,0.3,0.3,0.0
2023-04-12 12:30:00,CPI,0.4,0.4,0.0
2023-04-12 12:30:00,CPI,0.1,0.2,-0.1
2023-04-12 12:30:00,CPI,5.0,5.2,-0.20000000000000018
2023-04-13 12:30:00,PPI,-0.5,0.1,-0.6
2023-04-13 12:30:00,Jobless,239000.0,232000.0,7000.0
2023-04-14 12:30:00,Retail,-1.0,-0.4,-0.6
2023-04-14 12:30:00,Retail,-0.8,-0.3,-0.5
2023-04-20 12:30:00,Jobless,245000.0,240000.0,5000.0
2023-04-27 12:30:00,GDP,1.1,2.0,-0.8999999999999999
2023-04-27 12:30:00,Jobless,230000.0,248000.0,-18000.0
2023-05-01 14:00:00,ISM,47.1,46.8,0.30000000000000426
2023-05-03 12:15:00,ADP,296000.0,148000.0,148000.0
2023-05-03 18:00:00,FedRate,5.25,5.25,0.0
2023-05-04 12:30:00,Jobless,242000.0,240000.0,2000.0
2023-05-05 12:30:00,Earnings,0.5,0.3,0.2
2023-05-05 12:30:00,NFP,253000.0,180000.0,73000.0
2023-05-10 12:30:00,CPI,0.4,0.4,0.0
2023-05-10 12:30:00,CPI,0.4,0.4,0.0
2023-05-10 12:30:00,CPI,4.9,5.0,-0.09999999999999964
2023-05-11 12:30:00,PPI,0.2,0.3,-0.09999999999999998
2023-05-11 12:30:00,Jobless,264000.0,245000.0,19000.0
2023-05-16 12:30:00,Retail,0.4,0.4,0.0
2023-05-16 12:30:00,Retail,0.4,0.8,-0.4
2023-05-18 12:30:00,Jobless,242000.0,254000.0,-12000.0
2023-05-25 12:30:00,GDP,1.3,1.1,0.19999999999999996
2023-05-25 12:30:00,Jobless,229000.0,250000.0,-21000.0
2023-06-01 12:15:00,ADP,278000.0,170000.0,108000.0
2023-06-01 12:30:00,Jobless,232000.0,235000.0,-3000.0
2023-06-01 14:00:00,ISM,46.9,47.0,-0.10000000000000142
2023-06-02 12:30:00,NFP,339000.0,180000.0,159000.0
2023-06-02 12:30:00,Earnings,0.3,0.4,-0.10000000000000003
2023-06-08 12:30:00,Jobless,261000.0,235000.0,26000.0
2023-06-13 12:30:00,CPI,0.1,0.2,-0.1
2023-06-13 12:30:00,CPI,4.0,4.1,-0.09999999999999964
2023-06-13 12:30:00,CPI,0.4,0.4,0.0
2023-06-14 12:30:00,PPI,-0.3,-0.1,-0.19999999999999998
2023-06-14 18:00:00,FedRate,5.25,5.25,0.0
2023-06-15 12:30:00,Jobless,262000.0,250000.0,12000.0
2023-06-15 12:30:00,Retail,0.3,-0.1,0.4
2023-06-15 12:30:00,Retail,0.1,0.1,0.0
2023-06-22 12:30:00,Jobless,264000.0,260000.0,4000.0
2023-06-29 12:30:00,GDP,2.0,1.4,0.6000000000000001
2023-06-29 12:30:00,Jobless,239000.0,266000.0,-27000.0
2023-07-03 14:00:00,ISM,46.0,47.2,-1.2000000000000028
2023-07-06 12:15:00,ADP,497000.0,228000.0,269000.0
2023-07-06 12:30:00,Jobless,248000.0,245000.0,3000.0
2023-07-07 12:30:00,NFP,209000.0,225000.0,-16000.0
2023-07-07 12:30:00,Earnings,0.4,0.3,0.10000000000000003
2023-07-12 12:30:00,CPI,0.2,0.3,-0.09999999999999998
2023-07-12 12:30:00,CPI,3.0,3.1,-0.10000000000000009
2023-07-12 12:30:00,CPI,0.2,0.3,-0.09999999999999998
2023-07-13 12:30:00,PPI,0.1,0.2,-0.1
2023-07-13 12:30:00,Jobless,237000.0,250000.0,-13000.0
2023-07-18 12:30:00,Retail,0.2,0.3,-0.09999999999999998
2023-07-18 12:30:00,Retail,0.2,0.5,-0.3
2023-07-20 12:30:00,Jobless,228000.0,242000.0,-14000.0
2023-07-26 18:00:00,FedRate,5.5,5.5,0.0
2023-07-27 12:30:00,GDP,2.4,1.8,0.5999999999999999
2023-07-27 12:30:00,Jobless,221000.0,235000.0,-14000.0
2023-08-01 14:00:00,ISM,46.4,46.8,-0.3999999999999986
2023-08-02 12:15:00,ADP,324000.0,189000.0,135000.0
2023-08-03 12:30:00,Jobless,227000.0,227000.0,0.0
2023-08-04 12:30:00,Earnings,0.4,0.3,0.10000000000000003
2023-08-04 12:30:00,NFP,187000.0,200000.0,-13000.0
2023-08-10 12:30:00,CPI,0.2,0.2,0.0
2023-08-10 12:30:00,CPI,0.2,0.2,0.0
2023-08-10 12:30:00,CPI,3.2,3.3,-0.09999999999999964
2023-08-10 12:30:00,Jobless,248000.0,230000.0,18000.0
2023-08-11 12:30:00,PPI,0.3,0.2,0.09999999999999998
2023-08-15 12:30:00,Retail,0.7,0.4,0.29999999999999993
2023-08-15 12:30:00,Retail,1.0,-0.3,1.3
2023-08-17 12:30:00,Jobless,239000.0,240000.0,-1000.0
2023-08-24 12:30:00,Jobless,230000.0,240000.0,-10000.0
2023-08-30 12:15:00,ADP,177000.0,195000.0,-18000.0
2023-08-30 12:30:00,GDP,2.1,2.4,-0.2999999999999998
2023-08-31 12:30:00,Jobless,228000.0,235000.0,-7000.0
2023-09-01 12:30:00,Earnings,0.2,0.3,-0.09999999999999998
2023-09-01 12:30:00,NFP,187000.0,170000.0,17000.0
2023-09-01 14:00:00,ISM,47.6,47.0,0.6000000000000014
2023-09-07 12:30:00,Jobless,216000.0,234000.0,-18000.0
2023-09-13 12:30:00,CPI,0.6,0.6,0.0
2023-09-13 12:30:00,CPI,3.7,3.6,0.10000000000000009
2023-09-13 12:30:00,CPI,0.3,0.2,0.09999999999999998
2023-09-14 12:30:00,Jobless,220000.0,225000.0,-5000.0
2023-09-14 12:30:00,PPI,0.7,0.4,0.29999999999999993
2023-09-14 12:30:00,Retail,0.6,0.2,0.39999999999999997
2023-09-14 12:30:00,Retail,0.6,0.4,0.19999999999999996
2023-09-20 18:00:00,FedRate,5.5,5.5,0.0
2023-09-21 12:30:00,Jobless,201000.0,225000.0,-24000.0
2023-09-28 12:30:00,GDP,2.1,2.1,0.0
2023-09-28 12:30:00,Jobless,204000.0,215000.0,-11000.0
2023-10-02 14:00:00,ISM,49.0,47.7,1.2999999999999972
2023-10-04 12:15:00,ADP,89000.0,153000.0,-64000.0
2023-10-05 12:30:00,Jobless,207000.0,210000.0,-3000.0
2023-10-06 12:30:00,NFP,336000.0,170000.0,166000.0
2023-10-06 12:30:00,Earnings,0.2,0.3,-0.09999999999999998
2023-10-11 12:30:00,PPI,0.5,0.3,0.2
2023-10-12 12:30:00,Jobless,209000.0,210000.0,-1000.0
2023-10-12 12:30:00,CPI,3.7,3.6,0.10000000000000009
2023-10-12 12:30:00,CPI,0.4,0.3,0.10000000000000003
2023-10-12 12:30:00,CPI,0.3,0.3,0.0
2023-10-17 12:30:00,Retail,0.7,0.3,0.39999999999999997
2023-10-17 12:30:00,Retail,0.6,0.2,0.39999999999999997
2023-10-19 12:30:00,Jobless,198000.0,212000.0,-14000.0
2023-10-26 12:30:00,GDP,4.9,4.3,0.6000000000000005
2023-10-26 12:30:00,Jobless,210000.0,208000.0,2000.0
2023-11-01 12:15:00,ADP,113000.0,150000.0,-37000.0
2023-11-01 14:00:00,ISM,46.7,49.0,-2.299999999999997
2023-11-01 18:00:00,FedRate,5.5,5.5,0.0
2023-11-02 12:30:00,Jobless,217000.0,210000.0,7000.0
2023-11-03 12:30:00,Earnings,0.2,0.3,-0.09999999999999998
2023-11-03 12:30:00,NFP,150000.0,180000.0,-30000.0
2023-11-09 13:30:00,Jobless,217000.0,215000.0,2000.0
2023-11-14 13:30:00,CPI,0.2,0.3,-0.09999999999999998
2023-11-14 13:30:00,CPI,3.2,3.3,-0.09999999999999964
2023-11-14 13:30:00,CPI,0.0,0.1,-0.1
2023-11-15 13:30:00,Retail,0.1,-0.2,0.30000000000000004
2023-11-15 13:30:00,Retail,-0.1,-0.3,0.19999999999999998
2023-11-15 13:30:00,PPI,-0.5,0.1,-0.6
2023-11-16 13:30:00,Jobless,231000.0,220000.0,11000.0
2023-11-22 13:30:00,Jobless,209000.0,225000.0,-16000.0
2023-11-29 13:30:00,GDP,5.2,4.9,0.2999999999999998
2023-11-30 13:30:00,Jobless,218000.0,220000.0,-2000.0
2023-12-01 15:00:00,ISM,46.7,47.6,-0.8999999999999986
2023-12-06 13:15:00,ADP,103000.0,130000.0,-27000.0
2023-12-07 13:30:00,Jobless,220000.0,222000.0,-2000.0
2023-12-08 13:30:00,NFP,199000.0,180000.0,19000.0
2023-12-08 13:30:00,Earnings,0.4,0.3,0.10000000000000003
2023-12-12 13:30:00,CPI,3.1,3.1,0.0
2023-12-12 13:30:00,CPI,0.1,0.0,0.1
2023-12-12 13:30:00,CPI,0.3,0.3,0.0
2023-12-13 13:30:00,PPI,0.0,0.1,-0.1
2023-12-13 19:00:00,FedRate,5.5,5.5,0.0
2023-12-14 13:30:00,Retail,0.3,-0.1,0.4
2023-12-14 13:30:00,Retail,0.2,-0.1,0.30000000000000004
2023-12-14 13:30:00,Jobless,202000.0,220000.0,-18000.0
2023-12-21 13:30:00,GDP,4.9,5.2,-0.2999999999999998
2023-12-21 13:30:00,Jobless,205000.0,214000.0,-9000.0
2023-12-28 13:30:00,Jobless,218000.0,210000.0,8000.0
2024-01-03 15:00:00,ISM,47.4,47.1,0.29999999999999716
2024-01-04 13:15:00,ADP,164000.0,115000.0,49000.0
2024-01-04 13:30:00,Jobless,202000.0,216000.0,-14000.0
2024-01-05 13:30:00,NFP,216000.0,170000.0,46000.0
2024-01-05 13:30:00,Earnings,0.4,0.3,0.10000000000000003
2024-01-11 13:30:00,CPI,0.3,0.2,0.09999999999999998
2024-01-11 13:30:00,CPI,3.4,3.2,0.19999999999999973
2024-01-11 13:30:00,CPI,0.3,0.3,0.0
2024-01-11 13:30:00,Jobless,202000.0,210000.0,-8000.0
2024-01-12 13:30:00,PPI,-0.1,0.1,-0.2
2024-01-17 13:30:00,Retail,0.6,0.4,0.19999999999999996
2024-01-17 13:30:00,Retail,0.4,0.2,0.2
2024-01-18 13:30:00,Jobless,187000.0,207000.0,-20000.0
2024-01-25 13:30:00,Jobless,214000.0,200000.0,14000.0
2024-01-25 13:30:00,GDP,3.3,2.0,1.2999999999999998
2024-01-31 13:15:00,ADP,107000.0,145000.0,-38000.0
2024-01-31 19:00:00,FedRate,5.5,5.5,0.0
2024-02-01 13:30:00,Jobless,224000.0,213000.0,11000.0
2024-02-01 15:00:00,ISM,49.1,47.2,1.8999999999999986
2024-02-02 13:30:00,NFP,353000.0,187000.0,166000.0
2024-02-02 13:30:00,Earnings,0.6,0.3,0.3
2024-02-08 13:30:00,Jobless,218000.0,221000.0,-3000.0
2024-02-13 13:30:00,CPI,0.3,0.2,0.09999999999999998
2024-02-13 13:30:00,CPI,0.4,0.3,0.10000000000000003
2024-02-13 13:30:00,CPI,3.1,2.9,0.20000000000000018
2024-02-15 13:30:00,Retail,-0.6,0.2,-0.8
2024-02-15 13:30:00,Retail,-0.8,-0.2,-0.6000000000000001
2024-02-15 13:30:00,Jobless,212000.0,219000.0,-7000.0
2024-02-16 13:30:00,PPI,0.3,0.1,0.19999999999999998
2024-02-22 13:30:00,Jobless,201000.0,217000.0,-16000.0
2024-02-28 13:30:00,GDP,3.2,3.3,-0.09999999999999964
2024-02-29 13:30:00,Jobless,215000.0,209000.0,6000.0
2024-03-01 15:00:00,ISM,47.8,49.5,-1.7000000000000028
2024-03-06 13:15:00,ADP,140000.0,149000.0,-9000.0
2024-03-07 13:30:00,Jobless,217000.0,217000.0,0.0
2024-03-08 13:30:00,Earnings,0.1,0.2,-0.1
2024-03-08 13:30:00,NFP,275000.0,198000.0,77000.0
2024-03-12 12:30:00,CPI,0.4,0.4,0.0
2024-03-12 12:30:00,CPI,0.4,0.3,0.10000000000000003
2024-03-12 12:30:00,CPI,3.2,3.1,0.10000000000000009
2024-03-14 12:30:00,Retail,0.6,0.8,-0.20000000000000007
2024-03-14 12:30:00,Retail,0.3,0.5,-0.2
2024-03-14 12:30:00,PPI,0.6,0.3,0.3
2024-03-14 12:30:00,Jobless,209000.0,218000.0,-9000.0
2024-03-20 18:00:00,FedRate,5.5,5.5,0.0
2024-03-21 12:30:00,Jobless,210000.0,212000.0,-2000.0
2024-03-28 12:30:00,Jobless,210000.0,212000.0,-2000.0
2024-03-28 12:30:00,GDP,3.4,3.2,0.19999999999999973
2024-04-01 14:00:00,ISM,50.3,48.5,1.7999999999999972
2024-04-03 12:15:00,ADP,184000.0,148000.0,36000.0
2024-04-04 12:30:00,Jobless,221000.0,213000.0,8000.0
2024-04-05 12:30:00,Earnings,0.3,0.3,0.0
2024-04-05 12:30:00,NFP,303000.0,212000.0,91000.0
